Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Car_Model,Car_Price,Loan_Status
Male,Yes,2,Not Graduate,Yes,53803,3961,1342672,60,1,Urban,Coupe,1543423,Y
Male,No,1,Not Graduate,No,29296,29277,2602738,300,1,Urban,Hatchback,2352829,N
Male,No,2,Graduate,No,96664,41574,1518725,120,1,Semiurban,Truck,3017626,Y
Male,Yes,1,Not Graduate,No,28257,31417,1269565,60,1,Rural,Truck,592889,Y
Male,Yes,0,Graduate,Yes,22855,22484,2104050,360,0,Semiurban,Coupe,588952,N
Female,Yes,2,Not Graduate,Yes,95178,18103,2617191,240,1,Urban,SUV,1217884,N
Female,Yes,2,Not Graduate,No,30025,29345,2109425,300,1,Semiurban,Sedan,915331,Y
Female,No,1,Graduate,Yes,14458,46326,2803707,360,0,Rural,Truck,1404498,N
Female,Yes,2,Graduate,Yes,73610,39454,2039663,180,1,Urban,Van,3298945,Y
Male,No,1,Graduate,No,80843,1587,1498899,180,0,Rural,SUV,721576,N
Male,No,1,Graduate,Yes,93961,42571,1768306,240,0,Semiurban,Sedan,3602923,N
Male,No,1,Not Graduate,No,59831,21031,2598729,120,1,Semiurban,Coupe,1243681,N
Female,Yes,1,Graduate,Yes,53427,26212,607792,60,0,Rural,Truck,3095301,N
Female,Yes,0,Not Graduate,No,48506,10350,2320844,300,1,Semiurban,Convertible,1365796,Y
Male,Yes,1,Graduate,Yes,15668,18816,1787116,360,1,Rural,Hatchback,3453661,N
Male,Yes,3+,Graduate,Yes,57195,20288,1451302,60,1,Semiurban,Coupe,2899940,Y
Female,No,2,Not Graduate,No,83233,29432,510785,360,1,Rural,Sedan,2921939,Y
Female,Yes,3+,Graduate,Yes,34417,44222,1620803,300,0,Rural,Sedan,3921183,N
Male,Yes,0,Graduate,Yes,91982,48617,1405112,180,1,Urban,Sedan,3637877,Y
Male,No,3+,Graduate,No,20751,6837,650653,60,1,Urban,Sedan,754084,Y
Female,Yes,2,Graduate,Yes,56218,34217,2914488,240,1,Rural,Hatchback,629466,N
Male,No,3+,Not Graduate,No,17352,20884,763606,120,1,Semiurban,SUV,3676259,Y
Male,No,0,Not Graduate,Yes,89052,5454,2988144,240,1,Semiurban,Van,2611740,N
Male,No,1,Graduate,Yes,98835,9424,2268109,120,1,Semiurban,Convertible,2740604,Y
Female,No,3+,Graduate,Yes,38927,36885,1433015,360,0,Rural,Hatchback,3807657,N
Female,No,0,Graduate,Yes,51094,41637,2248350,60,1,Rural,Sedan,2094575,Y
Female,No,0,Not Graduate,No,64122,43618,2145437,60,0,Rural,Hatchback,1160457,N
Female,No,2,Not Graduate,Yes,39493,18412,2821889,120,1,Rural,Coupe,2451356,N
Female,No,2,Not Graduate,No,83539,47111,1394235,180,1,Urban,Van,2232329,Y
Female,Yes,3+,Not Graduate,Yes,41707,39613,2086250,300,1,Rural,Sedan,2357084,Y
Female,Yes,1,Graduate,Yes,78814,20142,886213,240,1,Semiurban,Convertible,1894994,Y
Male,Yes,0,Graduate,Yes,17296,37392,1603036,360,1,Urban,Sedan,819753,N
Male,Yes,3+,Graduate,Yes,35398,8848,2996589,240,0,Semiurban,Van,2046557,N
Male,No,0,Not Graduate,No,45842,49317,916690,240,1,Rural,Convertible,3704208,Y
Male,Yes,0,Graduate,No,23261,13136,1523577,360,0,Urban,Van,3390628,N
Male,No,1,Not Graduate,No,86709,589,1663951,360,1,Rural,Convertible,3585689,Y
Male,Yes,1,Not Graduate,No,66704,20908,652117,60,1,Urban,SUV,1274597,Y
Male,Yes,3+,Graduate,Yes,77173,6509,1377751,240,1,Semiurban,Truck,555486,Y
Female,Yes,1,Graduate,No,41781,40461,1665158,300,0,Rural,SUV,3700890,N
Female,No,1,Graduate,No,23652,42222,1422426,300,1,Rural,Hatchback,1234647,Y
Male,Yes,3+,Not Graduate,Yes,15103,49223,2315879,120,0,Urban,Hatchback,529882,N
Male,No,1,Not Graduate,Yes,35500,44476,1178066,360,0,Urban,Convertible,3175518,N
Female,No,2,Graduate,Yes,45529,45710,2377779,60,1,Rural,Sedan,3442318,Y
Male,Yes,0,Graduate,Yes,28452,49420,2125199,300,1,Urban,Truck,1787256,N
Male,Yes,0,Not Graduate,No,59393,9968,2301951,180,1,Rural,Coupe,2181594,Y
Female,Yes,0,Graduate,No,41174,2462,552949,60,1,Urban,Coupe,674898,Y
Male,No,0,Not Graduate,Yes,74450,9460,963930,60,1,Semiurban,Sedan,1898705,Y
Female,Yes,3+,Not Graduate,Yes,45436,33783,2692710,300,1,Urban,Sedan,2903324,N
Male,No,0,Graduate,Yes,57406,9275,1509260,180,1,Semiurban,SUV,2517411,Y
Female,No,0,Graduate,No,73059,28677,1289148,120,1,Urban,Coupe,3110023,Y
Female,Yes,0,Graduate,No,25954,13269,2015509,300,1,Urban,Convertible,1123226,N
Female,Yes,0,Graduate,Yes,92722,406,2053091,180,1,Rural,Van,3239759,Y
Male,No,2,Not Graduate,Yes,22356,7384,2669068,60,1,Urban,Hatchback,1056831,N
Female,No,0,Not Graduate,No,12187,22553,1808166,180,1,Urban,Van,1148567,N
Male,No,2,Not Graduate,Yes,87243,24366,2595104,60,1,Semiurban,SUV,2626514,N
Male,Yes,3+,Graduate,Yes,45098,44036,2498053,300,0,Urban,Coupe,3017683,N
Male,No,1,Not Graduate,No,31225,17369,1623270,360,1,Rural,Truck,2755970,Y
Male,Yes,0,Graduate,Yes,13606,11795,1355126,300,1,Semiurban,Sedan,903273,Y
Female,No,1,Graduate,No,67620,4485,1830728,240,1,Rural,Truck,3888449,Y
Female,No,1,Graduate,Yes,42828,41669,1529242,240,1,Rural,Truck,1329347,Y
Male,Yes,3+,Graduate,Yes,36489,2618,2667626,240,1,Rural,Coupe,1438565,N
Male,No,1,Graduate,No,24387,30143,850068,300,0,Rural,Convertible,1189517,N
Female,Yes,2,Graduate,No,79463,29425,1810624,120,1,Semiurban,SUV,873519,Y
Male,Yes,1,Not Graduate,Yes,81832,22673,2329438,300,1,Urban,Sedan,3788122,Y
Female,No,1,Graduate,No,12591,9603,2095368,360,1,Rural,Van,3068210,N
Male,Yes,1,Not Graduate,Yes,58516,39696,1603546,180,1,Semiurban,Convertible,3417601,Y
Male,Yes,0,Not Graduate,Yes,72061,5368,904911,300,1,Rural,Van,1343224,Y
Female,No,0,Graduate,No,76736,4621,2480639,300,1,Urban,Hatchback,3542398,Y
Male,Yes,2,Graduate,Yes,91257,14719,2237075,60,1,Semiurban,SUV,1776784,Y
Female,Yes,2,Graduate,Yes,71753,29227,1669070,60,1,Semiurban,Convertible,2530888,Y
Male,Yes,0,Not Graduate,No,94774,43894,671277,60,1,Urban,Convertible,1537904,Y
Male,No,2,Graduate,No,21087,7566,991966,300,1,Semiurban,Van,1939918,Y
Male,Yes,0,Not Graduate,Yes,40816,12306,2893455,120,0,Urban,Sedan,2352637,N
Female,No,3+,Graduate,No,33408,24042,1861212,180,1,Semiurban,Hatchback,2694102,Y
Male,No,1,Graduate,No,10136,15086,2186622,180,1,Semiurban,Van,674942,N
Male,Yes,1,Not Graduate,No,27413,17387,2103344,360,1,Urban,Convertible,3710557,N
Male,Yes,2,Not Graduate,No,69500,27042,2780315,120,1,Urban,SUV,3367042,N
Male,Yes,0,Graduate,Yes,94514,23888,2969491,120,1,Semiurban,Convertible,2083452,N
Female,No,0,Not Graduate,Yes,66358,26514,1727414,180,1,Semiurban,Coupe,2466522,Y
Female,Yes,2,Not Graduate,Yes,76197,18323,2868561,240,1,Urban,SUV,1391712,N
Male,Yes,0,Not Graduate,No,42854,18019,1881710,60,1,Urban,SUV,3093347,Y
Female,Yes,3+,Not Graduate,No,86240,9890,2557797,60,1,Semiurban,Convertible,2543419,N
Male,Yes,1,Not Graduate,No,26322,40863,1301818,180,1,Semiurban,Sedan,3948593,Y
Male,Yes,2,Graduate,No,16968,45487,2439726,120,1,Semiurban,SUV,3289657,N
Male,No,2,Graduate,No,37518,10283,1323857,360,1,Urban,Coupe,772743,Y
Female,No,0,Not Graduate,No,61925,18279,2718787,240,1,Semiurban,Van,834738,N
Female,Yes,2,Graduate,No,69848,46999,720935,180,1,Rural,Sedan,3073110,Y
Female,Yes,3+,Graduate,Yes,11700,22908,1373420,60,1,Urban,Sedan,1232790,Y
Female,Yes,0,Not Graduate,Yes,33199,47466,2307720,300,1,Semiurban,Sedan,2206875,Y
Female,Yes,0,Graduate,No,54589,37952,2441345,120,0,Urban,SUV,2850008,N
Female,No,0,Not Graduate,No,42115,35170,992503,300,1,Rural,Sedan,784293,Y
Female,Yes,0,Not Graduate,No,71934,37663,718599,360,1,Urban,Convertible,3319079,Y
Female,No,3+,Graduate,Yes,64316,44172,2835071,180,1,Semiurban,Sedan,3787008,N
Female,No,0,Not Graduate,Yes,15520,47929,2033183,60,0,Rural,Coupe,697170,N
Male,Yes,2,Not Graduate,No,46455,9343,2140307,240,1,Rural,Hatchback,1919754,Y
Female,No,3+,Not Graduate,No,96465,10637,1840144,300,1,Semiurban,Coupe,1729140,Y
Female,No,1,Not Graduate,Yes,51605,34724,1328416,240,1,Semiurban,SUV,3666679,Y
Female,No,1,Not Graduate,Yes,24955,39791,2638657,360,1,Semiurban,Sedan,679992,N
Female,No,2,Graduate,Yes,54049,29134,1444461,60,1,Urban,Sedan,1071054,Y
Female,Yes,2,Graduate,Yes,23917,46830,1967256,300,1,Urban,Convertible,3805151,N
Female,Yes,3+,Not Graduate,No,80293,47101,654721,360,0,Urban,Van,3074584,N
Female,No,1,Not Graduate,Yes,88581,3907,2508145,240,0,Semiurban,Sedan,3208562,N
Female,Yes,1,Graduate,Yes,74925,33575,1510165,240,1,Semiurban,Truck,1295740,Y
Female,Yes,1,Not Graduate,No,80269,46799,636668,300,1,Urban,Coupe,3442836,Y
Female,Yes,1,Graduate,Yes,40954,4827,778518,60,0,Rural,SUV,3065513,N
Female,Yes,1,Not Graduate,Yes,82617,30607,1864359,240,1,Urban,Hatchback,3609687,Y
Male,Yes,0,Not Graduate,Yes,51458,13699,1662586,180,1,Rural,Sedan,3728939,Y
Male,No,2,Not Graduate,No,99037,37292,2103969,360,1,Semiurban,Hatchback,947095,Y
Female,Yes,0,Not Graduate,Yes,31113,47961,1023472,300,1,Semiurban,Sedan,3772262,Y
Female,Yes,1,Not Graduate,No,53939,25883,906884,120,1,Urban,SUV,3130160,Y
Male,Yes,3+,Not Graduate,No,39345,48991,759021,120,1,Urban,Van,2985500,Y
